,img_ID,artist,height,width,whitespace,chiaroscuro,color_01,color_02,color_03,color_04,color_05,color_06,color_07,color_08,color_09,color_10
67,9223372032559842270,caravaggio,50,50,1.96,0.02797,#3F3F3F,#BF7F3F,#3F0000,#FFFFBF,#7F3F3F,#3F3F00,#FFBF7F,#7F3F3F,#7F7F3F,#BFBF7F
68,186631,caravaggio,50,50,1.96,0.04671,#003F3F,#3F3F3F,#FFBFBF,#7F3F3F,#FFFFFF,#7F7F7F,#00003F,#3F0000,#3F3F3F,#3F003F
69,186634,caravaggio,50,50,1.96,0.04702,#00003F,#BF7F3F,#3F3F3F,#3F3F3F,#FFFF7F,#7F7F3F,#7F3F3F,#7F3F3F,#3F3F3F,#FF3F3F
70,186637,caravaggio,50,50,1.96,0.08642,#3F3F3F,#7F3F3F,#BFBF7F,#3F3F3F,#3F3F00,#BF7F00,#7F7F3F,#7F7F00,#FFFFBF,#7F3F3F
71,186680,caravaggio,50,50,1.96,0.02299,#003F00,#FFFF7F,#7F3F3F,#3F3F00,#FF7F3F,#7F3F3F,#3F0000,#BF3F3F,#7F7F3F,#BFBF3F
72,186698,caravaggio,50,50,1.96,0.02811,#BF7F3F,#3F0000,#FFFFBF,#3F3F00,#3F3F00,#7F3F3F,#FFBF7F,#FFFF7F,#7F7F3F,#3F3F3F
73,186711,caravaggio,50,50,1.96,0.03439,#3F3F00,#FFBF3F,#7F3F3F,#3F003F,#FFBF7F,#BF7F3F,#7F3F3F,#3F3F00,#FFFFBF,#BF3F3F
74,186715,caravaggio,50,50,1.96,0.02859,#3F3F00,#7F3F3F,#7F3F3F,#BF7F3F,#3F3F3F,#3F3F00,#FFBF7F,#BF3F00,#7F0000,#7F7F3F
75,186629,caravaggio,50,50,1.96,0.05475,#3F3F3F,#BF3F3F,#3F003F,#7F003F,#7F3F00,#BF003F,#FF7F3F,#3F3F3F,#FF003F,#BF7F00
76,186684,caravaggio,50,50,1.96,0.47115,#00003F,#3F3F3F,#7F7F3F,#7F3F3F,#3F3F3F,#BFBF7F,#7F3F3F,#3F003F,#3F0000,#BF7F00
77,186708,caravaggio,50,50,1.96,0.02841,#3F0000,#003F00,#7F3F3F,#FFBF7F,#3F3F3F,#BF7F7F,#3F3F00,#BF7F3F,#FFFFBF,#7F7F3F
78,186713,caravaggio,50,50,1.96,0.0416,#3F3F00,#BFBF7F,#003F00,#3F3F00,#7F3F3F,#FFFFBF,#FFBF7F,#3F3F3F,#BF7F3F,#7F7F3F
79,186720,caravaggio,50,50,1.96,0.02636,#00003F,#BFBF7F,#7F0000,#7F3F3F,#3F3F00,#BF0000,#FFFFBF,#BF7F7F,#BF003F,#3F3F00
80,9223372032559874458,caravaggio,50,50,1.96,0.0334,#000000,#7F7F7F,#7F3F00,#3F3F3F,#FFFFBF,#FFBF7F,#7F7F3F,#BF7F3F,#7F3F3F,#3F3F00
81,186647,caravaggio,50,50,1.96,0.03047,#003F00,#FFFFBF,#3F3F3F,#BFBF7F,#3F3F00,#7F7F7F,#BFBFBF,#3F3F3F,#FFFFFF,#3F0000
82,186648,caravaggio,50,50,1.96,0.05785,#7F3F3F,#000000,#FFBF3F,#3F3F00,#3F3F00,#7F3F3F,#BF7F3F,#FFBF7F,#7F7F3F,#3F3F3F
83,186660,caravaggio,50,50,1.96,0.03546,#FFBFBF,#3F3F3F,#003F3F,#7F7F3F,#BFBF7F,#7F3F3F,#7F3F00,#3F3F00,#7F3F3F,#FFFFFF
84,186661,caravaggio,50,50,2.0,0.03751,#3F003F,#FFFFFF,#7F7F7F,#7F3F00,#3F003F,#BF7F7F,#7F3F00,#BF3F00,#BFBFBF,#FFBF7F
85,186669,caravaggio,50,50,1.96,0.02427,#000000,#3F3F3F,#FFBFBF,#3F3F3F,#BF0000,#7F7F7F,#7F003F,#3F3F00,#BFBF7F,#7F3F3F
86,186718,caravaggio,50,50,1.96,0.02894,#3F3F00,#3F003F,#3F3F00,#BFBF3F,#7F3F3F,#FFBF7F,#BF7F3F,#7F3F00,#3F3F3F,#7F7F3F
87,9223372032559874459,caravaggio,50,50,1.96,0.03775,#3F003F,#BF7F7F,#3F3F3F,#7F7F3F,#BFBF7F,#FFBF7F,#3F003F,#7F3F3F,#BF7F3F,#3F3F3F
88,213667,degas,50,50,1.96,16.33333,#BF7F7F,#3F3F00,#7F3F3F,#BF7F3F,#7F7F3F,#FFFF7F,#3F3F3F,#BFBF7F,#3F003F,#7F3F00
89,213514,degas,50,50,1.96,0.27222,#003F00,#BF7F3F,#3F3F3F,#7F7F7F,#BFBF3F,#3F3F00,#000000,#7F7F3F,#FFBF3F,#7FBF7F
90,9223372032559837920,degas,50,50,1.96,0.33793,#7FBF7F,#7F3F00,#BF7F3F,#3F3F3F,#000000,#FFFFBF,#BF7F3F,#BF3F00,#7F7F00,#3F3F3F
91,213614,degas,50,50,1.96,0.08612,#3F0000,#7F3F00,#3F0000,#BF7F3F,#3F3F00,#BF3F00,#FF7F3F,#7F3F3F,#3F3F3F,#BFBF7F
92,213615,degas,50,50,1.96,0.02276,#3F3F00,#BF7F3F,#7F3F00,#3F003F,#3F3F00,#7F3F3F,#FF7F3F,#BF3F00,#BF3F3F,#FFBF3F
93,213662,degas,50,50,1.96,0.03125,#00003F,#FF7F3F,#3F003F,#BF3F00,#7F3F00,#BF7F3F,#FFBF3F,#FFBF7F,#BF3F3F,#7F3F3F
94,213690,degas,50,50,2.0,12.5,#BFBFBF,#FFFFFF,#7F7F7F,#3F3F3F,#FFBFBF,#FFFFBF,#BF7F7F,#BF7FBF,#000000,#7F3F7F
95,213446,degas,50,50,1.96,0.06834,#7F3F00,#000000,#BF7F3F,#BF7F00,#3F0000,#3F3F00,#7F7F00,#FF7F3F,#BF3F00,#3F3F3F
96,213478,degas,50,50,1.96,0.42609,#FFFFFF,#7F3F3F,#BFBF7F,#7F7F7F,#BFBFBF,#000000,#FFBFBF,#3F3F3F,#BF7F7F,#FFFFBF
97,213597,degas,50,50,2.0,0.1292,#7F7F7F,#003F00,#FFFFBF,#3F3F3F,#FFFFFF,#BF7F7F,#BFBFBF,#7F3F3F,#3F003F,#3F003F
98,9223372032559810721,degas,50,50,1.96,0.03681,#3F0000,#7F7F3F,#000000,#FFBF7F,#7F3F3F,#3F3F00,#BF7F3F,#3F3F3F,#FF7F3F,#7F3F00
99,213258,degas,50,50,1.96,1.88462,#3F003F,#BF7F3F,#7F3F00,#3F0000,#BF3F00,#FFBF7F,#3F3F00,#BF7F3F,#7F003F,#7F3F3F
100,213262,degas,50,50,1.96,0.0399,#3F003F,#00003F,#7F3F3F,#BF3F3F,#FF7F00,#3F3F00,#7F3F00,#BF7F3F,#FFBF3F,#BF7F00
101,213616,degas,50,50,1.96,0.03892,#3F3F00,#FFBF7F,#3F003F,#7F3F3F,#BF7F3F,#FFFFBF,#3F3F3F,#7F3F3F,#BF3F00,#7F7F3F
102,213859,degas,50,50,1.96,0.07206,#3F3F3F,#BF7F3F,#3F0000,#BF7F7F,#BF3F3F,#3F3F3F,#7F3F3F,#FFBF7F,#3F3F3F,#3F0000
103,213442,degas,50,50,1.96,0.03475,#3F3F00,#3F3F3F,#3F3F00,#BF3F00,#7F0000,#3F3F00,#7F3F00,#7F7F3F,#BF3F3F,#FF3F00
104,213664,degas,50,50,1.96,0.03749,#3F003F,#BFBFBF,#3F3F3F,#3F0000,#BF7F7F,#7F3F3F,#FFFFFF,#3F3F00,#7F7F7F,#003F3F
105,213596,degas,50,50,1.96,0.07765,#7F3F3F,#FFBF7F,#3F3F00,#00003F,#7F3F3F,#FF7F3F,#3F3F3F,#FFFFBF,#7F3F00,#BF7F7F
106,213599,degas,50,50,1.96,0.03078,#3F3F00,#7F7F7F,#7F3F3F,#BF7F3F,#BF7F7F,#3F3F3F,#3F3F00,#7F7F3F,#3F3F3F,#BFBF7F
107,213600,degas,50,50,1.96,1.68966,#7F3F3F,#FFBF3F,#BFBFBF,#BF7F3F,#3F003F,#7F7F7F,#BFBF7F,#7F3F3F,#FFBF7F,#3F3F00
108,213613,degas,50,50,1.96,1.02083,#FFFF3F,#7F3F3F,#BF7F3F,#3F3F3F,#7F7F3F,#7F7F3F,#FFBF3F,#00003F,#7F3F3F,#3F3F3F
109,213619,degas,50,50,1.96,0.34507,#3F0000,#BFBF7F,#BF7F3F,#FFBFBF,#7F7F7F,#FFBF7F,#7F3F00,#00003F,#BFBFBF,#FFFFBF
110,213678,degas,50,50,1.96,4.08333,#7F7F7F,#BFBFBF,#7F7F3F,#3F3F00,#7F3F3F,#BF7F3F,#FFFFFF,#3F3F3F,#BFBF7F,#BF7F7F
111,213681,degas,50,50,1.96,0.34752,#7F3F3F,#3F7F7F,#3F3F00,#3F3F3F,#7F7F7F,#3F7FBF,#3F3F00,#3F3F3F,#3F3F7F,#BFBF7F
112,213691,degas,50,50,1.96,0.2663,#3F003F,#BF7F3F,#3F3F00,#7F3F3F,#003F3F,#7F7F3F,#7F3F3F,#FF7F3F,#BFBF7F,#BF3F00
113,213719,degas,50,50,1.96,0.18284,#BF7F3F,#000000,#7F3F3F,#7F3F00,#3F0000,#BF7F7F,#7F7F3F,#3F3F00,#FFFFBF,#3F3F3F
114,213720,degas,50,50,1.96,3.0625,#FFBF7F,#7F3F3F,#7F3F3F,#BF7F3F,#3F0000,#3F3F00,#BFBF3F,#BF3F00,#BFBF7F,#7F7F00
115,213811,degas,50,50,1.96,3.76923,#BF7F3F,#FFFFFF,#7F3F00,#FFBFBF,#7F3F3F,#3F0000,#FFBFFF,#BF7F7F,#BF3F3F,#BF3F3F
116,213884,degas,50,50,1.96,0.68056,#3F3F3F,#BFBF7F,#7F7F3F,#7F7F3F,#7F7F7F,#003F00,#3F3F3F,#7F3F00,#BF7F3F,#BFBFBF
117,213286,degas,50,50,1.96,0.19919,#7F3F00,#3F0000,#FF7F7F,#7F3F3F,#BF7F00,#BF7F3F,#7F7F3F,#3F3F00,#3F0000,#FF7F3F
118,213287,degas,50,50,1.96,0.16013,#BF7F3F,#3F3F00,#3F3F3F,#7F7F00,#BF3F3F,#003F00,#FFBF7F,#7F3F3F,#7F7F7F,#7F3F3F
119,213288,degas,50,50,1.96,1.11364,#7F7F7F,#3F003F,#BF7F3F,#FFBF7F,#7F3F00,#7F7F00,#3F3F3F,#FF7F00,#3F3F00,#BF3F00
120,213289,degas,50,50,1.96,0.10082,#BF7F00,#3F3F00,#BF7F3F,#7F3F00,#3F3F00,#3F003F,#FFBF3F,#7F7F00,#7F3F3F,#FF7F00
121,213290,degas,50,50,1.96,0.12895,#FF7F3F,#3F003F,#7F3F00,#BF3F00,#3F3F00,#BF7F00,#3F3F00,#7F3F00,#BF7F3F,
122,213308,degas,50,50,1.96,0.20763,#3F3F00,#BF7F00,#3F0000,#7F3F3F,#FF7F3F,#BF3F00,#00003F,#7F0000,#FFBF7F,#7F3F3F
123,213668,degas,50,50,1.96,0.13725,#7F7F3F,#000000,#FFBF7F,#3F3F00,#BF7F3F,#FFFFBF,#BFBF7F,#3F3F00,#7F3F3F,#7F3F00
124,213669,degas,50,50,1.96,0.08235,#3F003F,#BF7F3F,#7F3F3F,#7F3F3F,#FFBF3F,#3F003F,#FFFFBF,#BF3F00,#7F3F3F,#BFBF3F
125,213685,degas,50,50,2.0,1.21951,#FFFFFF,#3F3F3F,#BFBFBF,#7F7F7F,#000000,#FFBFBF,#BF7F7F,#FFFFBF,#7F3F3F,#7F3F7F
126,213710,degas,50,50,1.96,0.64474,#3F0000,#7F7FBF,#BF3F3F,#BFBFBF,#3F3F7F,#BF7F7F,#7F3F00,#BF3F3F,#BF7F3F,#7F0000
127,213805,degas,50,50,1.96,0.13137,#3F3F00,#BFBFBF,#FFFFFF,#003F00,#7F7F7F,#BFBF7F,#7F7F3F,#BFFFFF,#3F3F3F,#FFFFBF
128,213307,degas,50,50,1.96,0.10381,#3F3F3F,#7F7F7F,#000000,#3F0000,#3F3F3F,#7F7F3F,#FFBF7F,#7F3F3F,#7F3F3F,#BF7F3F
129,213470,degas,50,50,1.96,0.11187,#FFFFBF,#3F3F00,#FFBF7F,#7F7F3F,#3F3F3F,#FFBFBF,#3F3F3F,#BFBF7F,#3F3F3F,#7F3F00
130,213505,degas,50,50,1.96,0.03608,#3F0000,#BFBF7F,#3F0000,#7F3F00,#3F3F00,#7F7F3F,#FFBF3F,#7F3F3F,#BF7F00,#7F3F00
131,213530,degas,50,50,1.96,0.05297,#3F0000,#BF7F7F,#7F3F3F,#3F0000,#7F3F00,#BF7F3F,#7F7F3F,#BF3F00,#3F3F00,#FFBF7F
132,213576,degas,50,50,1.96,0.05826,#3F3F00,#7F7F7F,#7F3F00,#3F3F3F,#3F3F00,#3F7F00,#7FBFBF,#3F3F3F,#3F7F3F,#3F3F00
133,213702,degas,50,50,1.96,0.05575,#000000,#BFBFBF,#7F3F00,#3F3F3F,#7F7F7F,#FFBFBF,#3F3F00,#7F7F3F,#3F3F00,#FFFFFF
134,213443,degas,50,50,1.96,0.36842,#3F3F3F,#BF7F7F,#7F3F3F,#3F003F,#7F7F7F,#7F7F3F,#3F3F00,#000000,#BF7F3F,#BFBF7F
135,213527,degas,50,50,1.96,0.23005,#BF7F7F,#7F3F3F,#3F0000,#7F7F3F,#000000,#BFBF7F,#3F3F3F,#FFFF7F,#BF7F3F,#3F3F00
136,213663,degas,50,50,1.96,0.10987,#7F3F00,#3F3F00,#BF7F3F,#3F3F00,#BF7F00,#3F0000,#FFBF3F,#7F7F3F,#7F7F00,#7F3F3F
137,213760,degas,50,50,1.96,0.07692,#7F3F00,#FFFFBF,#3F0000,#7F7F3F,#BFBF3F,#3F3F3F,#3F003F,#3F3F3F,#BFBF7F,#BFBFBF
138,213548,degas,50,50,1.96,0.09423,#FFFF7F,#3F3F3F,#BF3F3F,#7F3F00,#FFBF7F,#FFBF3F,#003F3F,#FFFFBF,#BF7F3F,#3F3F00
139,213260,degas,50,50,1.96,0.33793,#BF7F00,#7F7F3F,#3F003F,#FFFFBF,#7F3F00,#BFBF7F,#FFBF3F,#3F003F,#3F3F00,#BF7F3F
140,213444,degas,50,50,1.96,0.05207,#3F3F3F,#7F7F00,#000000,#3F3F00,#7F3F3F,#BF7F00,#7F3F00,#7F7F3F,#BFBF00,#7F3F3F
141,213459,degas,50,50,1.96,0.06314,#7F7F3F,#000000,#BFBFBF,#3F3F00,#FFBF3F,#BF7F3F,#3F3F00,#FFBF7F,#7F7F7F,#7F3F00
